Timestamp	What is your gender?	What year are you?	What is your relationship status?	Are you currently sexually active?	How frequently do you have sex?	How often do you masturbate?	Where have you had sex?	How often do you have "one night stands"?	How frequently do you watch porn?	Have you ever cheated on someone?	Have you ever been cheated on?	Do you consider yourself a virgin?	Have you ever had sex while under the influence? (check all that apply)	What department does your major belong to?	What sexual orientation do you most identify with?	Which of the following sex toys have you used during sex?	Have you ever paid for sex?	Were you a virgin when you first arrived at Mines?	Who of the following have you had sex with?	How confident are you in your sexual abilities?	How would you rate other Mines students' sexual abilities based on previous sexual encounters?	What of these sexual activities have you done?	Do you own any sex toys and/or have you used them?	Have you ever faked an orgasm?	What is your most common method of contraception and/or STD protection?	On a scale of 1 to 5, how happy are you with your sex life?	Have you ever had an STD?	Do you currently have an STD?	When was the last time you were tested for  STDs?	Have you ever been paid for sex?	What do you consider to be "sex"?	Have you ever sincerely used the term RIBS (Ratio Induced Bitchiness Syndrome)?	Any Comments?	What is your GPA?	At what bar/brewery do you spend the most time?	What operating system do you run on your personal computer?	Where do you usually study?	How frequently do you talk to your parents?	Have you had an internship?	How frequently do you exercise?	Did you vote in the November election?	Are you in-state or out-of-state?	How many facebook friends do you have?	In the last year, how many books did you start and finish?	In the last 12 months, how many different individuals have you had sex with?
2/4/2015 15:30:38	Male	Freshman	Single			A few times a month			Never	No	Yes	Yes		Petroleum Engineering	Heterosexual					1			I've never used them and I don't own any			5	No	No	Never		Oral sex, Vaginal sex, Anal sex	Yes		4		Mac OS	At your house/dorm/apartment	Once a week	Yes	More than once a week	Yes	Out-of-State		6-10	
2/4/2015 15:30:39	Male	Sophomore	Single			A few times a week			A few times a week	No	No	Yes		Electrical Engineering and Computer Science	Heterosexual					1			I've never used them and I don't own any			3	No	No	Never		Oral sex, Vaginal sex, Anal sex	No		3.2		I have personal computers with all three	At your house/dorm/apartment	More than once a week	Yes	Almost never	Yes	In-State	350	None	
2/4/2015 15:30:45	Male	Graduate Student	In a committed relationship	Yes	1-2 times per week	A few times a week	A bedroom, A car, A campus building, A shower/bathroom	Once a year (or when the stars align...)	Almost never	No	Yes	No	Alcohol	Petroleum Engineering	Heterosexual	Whip(s), Handcuffs	No	No	Another Mines student, A student from another college	5	1	Threesome (or more...), Role play	I've never used them and I don't own any	Yes	Male condoms	5	No	No	A while ago...	No	Vaginal sex	No		3.7	Downtown	Windows	Marquez Hall	More than once a week	Yes	More than once a week	No	Out-of-State	700	2-5	1
2/4/2015 15:31:22	Male	Graduate Student	In a committed relationship	No	1-2 times per year (or when the stars align...)	Once a day	A bedroom, A car, A campus building, A shower/bathroom	I have never had a one night stand.	Once a day	No	No	No	Adderall, Alcohol, Marijuana, Mushrooms, Prescription drugs (pain killers, etc)	Geology and Geological Engineering	Heterosexual	Dildo, Vibrator, Cock Ring, Blindfold, Anal Plug, Ice	No	No	None of these	3		Used props, Role play, Had sex in a room where someone else was sleeping, Anal sex	I own and use them	No	An intrauterine device (IUD)	1	No	No	Never	No	Vaginal sex, Anal sex	No		3.96	Cannonball Creek Brewery	Windows	At your house/dorm/apartment	Once a week	No	More than once a week	Yes	Out-of-State	80	1	1
2/4/2015 15:31:31	Male	Senior	Single	No	1-2 times per year (or when the stars align...)	A few times a week	A bedroom, A car	I have never had a one night stand.	A few times a week	No	Yes	No		Mechanical Engineering	Heterosexual	Handcuffs, Blindfold, Ice	No	No	A girl I met at a park	3			I've never used them and I don't own any	Yes	Male condoms	1	No	No	A while ago...	No	Oral sex, Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...), wtf is audial??	Yes		2.8	Rock Rest Lodge	Windows	Brown Building	Once a week	Yes	More than once a week	No	Out-of-State	I dont have a facebook page	2-5	1
2/4/2015 15:31:53	Male	Sophomore	Single	Yes	1-2 times per month	More than once a day	A bedroom, A car, A shower/bathroom, Outdoor	A few times a month	More than once a day	Yes	No	No	Alcohol, Marijuana	Mechanical Engineering	Heterosexual	Handcuffs	No	No	Another Mines student, A student from another college	3	2	Threesome (or more...), Anal sex	I own and use them	No	Male condoms	3	No	No	Within the past year	No	Vaginal sex, Anal sex	No		3.17		Mac OS	Brown Building	Once a month	No	More than once a week	No	Out-of-State		None	8
2/4/2015 15:32:20	Male	Senior	In a committed relationship	Yes	1-2 times per week	Once a day	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	Once a day	No	Yes	No		Petroleum Engineering	Heterosexual		No	No	Another Mines student, A student from another college, Someone in your department	5	2	Anal sex	I've never used them and I don't own any	Yes	Male condoms	5	No	No	Never	No	Vaginal sex	Yes	Hopefully...	3.9	Coor's Lab	Windows	At your house/dorm/apartment	Once a week	Yes	More than once a week	Yes	In-State	300	6-10	
2/4/2015 15:32:38	Male	Sophomore	In a committed relationship	No	1-2 times per year (or when the stars align...)	Almost never	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	Almost never	Yes	No	No	Alcohol	Geophysics	Heterosexual	None of these.	No	No	Spouse	4		None of these.	I've never used them and I don't own any	No	Male condoms	2	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	No	This seemed to revolve around young, single people (which admittedly, most Mines students are). Where were the answers that included things like spouses?	3.6	Ace-Hi Tavern	Windows		More than once a week	No	Once a week	Yes	In-State	0	More than 15	1
2/4/2015 15:32:44	Male	Senior	In a committed relationship	Yes	Once a day	A few times a week	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	A few times a week	No	Yes	No	Alcohol, Cocaine, Ecstasy, Marijuana, Mushrooms	Petroleum Engineering	Heterosexual	Dildo, Vibrator, Cock Ring, Ice, Wax	No	No	A student from another college, people in the world	3	1	Role play, Made a sex tape, Had sex in a room where someone else was sleeping, Anal sex	I own and use them	No	An intrauterine device (IUD)	5	No	No	Within the past six months	No	Oral sex, Vaginal sex, Anal sex	No		3.7	Ace-Hi Tavern	Windows	Marquez Hall	More than once a week	Yes	Almost never	Yes	In-State	don't have an account	6-10	1
2/4/2015 15:32:45	Male	Junior	In a committed relationship	Yes	Once a day	A few times a week	A bedroom, A car, A sorority house, A campus building, A shower/bathroom, Target Dressing Room	I have never had a one night stand.	A few times a week	Yes	Yes	No	Alcohol, Marijuana	Petroleum Engineering	Heterosexual	Cock Ring, Handcuffs, Blindfold, Wax	No	No	A student from another college, A coworker	4	1	Used props, Role play, Made a sex tape, Had sex in a room where someone else was sleeping	I own and use them	Yes	Oral birth control	4	No	No	Never	No	Oral sex, Vaginal sex	No		3	Not 21 yet	Mac OS	At your house/dorm/apartment	Once a week	No	More than once a week	No	Out-of-State	700	None	1
2/4/2015 15:33:33	Male	Sophomore	In a committed relationship			A few times a week			A few times a week	No	No	Yes		Mechanical Engineering	Heterosexual					2			I've never used them and I don't own any			4	No	No	Never		Vaginal sex, Anal sex	No		3.514		Windows	Marquez Hall	Once a week	No	More than once a week	No	Out-of-State	228	2-5	
2/4/2015 15:33:57	Male	Sophomore	In a committed relationship	Yes	1-2 times per week		A bedroom, A car, A shower/bathroom	I have never had a one night stand.					Alcohol	Mechanical Engineering	Heterosexual	None of these.	No	No	A student from another college			None of these.		No	Oral birth control					No	Oral sex, Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	No		3.1		Mac OS	At your house/dorm/apartment	More than once a week	Yes	More than once a week	No	In-State	300	2-5	1
2/4/2015 15:34:20	Male	Senior	In a committed relationship	Yes	1-2 times per week	Once a day	A bedroom, A car	I have never had a one night stand.	A few times a week	No	Yes	No	Alcohol	Petroleum Engineering	Heterosexual	Dildo, Vibrator, Cock Ring	No	No	A student from another college	4	1	Anal sex	I own and use them	No	Oral birth control	4	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	Yes		3.87	The Grizzly Rose	Windows	At your house/dorm/apartment	More than once a week	Yes	Once a week	No	In-State	600	None	1
2/4/2015 15:34:33	Male	Sophomore	In a committed relationship	Yes	1-2 times per week	Once a day	An athletics field/stadium, A bedroom, A car, A sorority house, A shower/bathroom	I have never had a one night stand.	Almost never	No	Yes	No	Acid, Adderall, Alcohol, Cocaine, Marijuana, Mushrooms, Prescription drugs (pain killers, etc)	Civil and Environmental Engineering	Heterosexual	None of these.	No	No	Another Mines student, A student from another college	4	4	Had sex in a room where someone else was sleeping	I've never used them and I don't own any	No	Male condoms	3	Yes	No	A while ago...	No	Oral sex, Vaginal sex, Anal sex	No		2.9	Not 21.. :(	Windows	Arthur Lakes Library	Once a week	No	More than once a week	No	Out-of-State	500	None	1
2/4/2015 15:35:24	Male	Junior	In a committed relationship	Yes	1-2 times per week	Once a day	A bedroom, A car, A shower/bathroom, South/North Table	Once a year (or when the stars align...)	Once a week	No	Yes	No	Adderall, Marijuana, Prescription drugs (pain killers, etc)	Petroleum Engineering	Heterosexual	Handcuffs	No	No	A student from another college	4	2	Used props, Role play	I've used them, but don't own them.	No	Male condoms	5	No	No	Within the past year	No	Vaginal sex	No			Rock Rest Lodge	Mac OS	At your house/dorm/apartment	More than once a week	No	More than once a week	Yes	In-State		2-5	
2/4/2015 15:35:25	Male	Junior	In an open relationship	Yes	Once a day	More than once a day	An air plane, An athletics field/stadium, A bedroom, A car, A fraternity house, A campus building, A shower/bathroom, The Library, Club or Bar, The steam tunnels, South/North Table	Once a week	More than once a day	Yes	No	No	None of these	Mechanical Engineering	Heterosexual	Whip(s), Dildo, Vibrator, Handcuffs, Ice	No	Yes	Another Mines student, A student from another college, Someone in your department, A coworker, A Golden bartender or waiter	5	5	Used props, Threesome (or more...), Role play, Made a sex tape, Had sex in a room where someone else was sleeping	I own and use them	No	Male condoms	5	No	No	A while ago...	No	Oral sex, Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	Yes		4	The Grizzly Rose	Mac OS	Arthur Lakes Library	Never	Yes	More than once a week	No	In-State	687	More than 15	30
2/4/2015 15:35:31	Male	Sophomore	In a committed relationship	Yes	3-5 times per week	Once a day	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	Once a day	No	Yes	No	None of these	Electrical Engineering and Computer Science	Heterosexual	Handcuffs	No	Yes	A student from another college	4	3	Role play	I've never used them and I don't own any	No	An intrauterine device (IUD)	5	No	No	Within the past year	No	Oral sex, Vaginal sex, Anal sex	No		3.82		Windows	At your house/dorm/apartment	Once a month	Yes	More than once a week	Yes	In-State	197	6-10	1
2/4/2015 15:35:49	Male	Freshman	Single			A few times a month			A few times a month	No	No	Yes		Petroleum Engineering	Heterosexual					3			I've never used them and I don't own any			2	No	No	Never		Kissing, Oral sex, Vaginal sex	No		2.4		Mac OS	At your house/dorm/apartment	Once a week	No	More than once a week	No	Out-of-State	500	2-5	
2/4/2015 15:36:13	Male	Junior	Single			A few times a week			A few times a week	No	No	Yes		Petroleum Engineering	Heterosexual					2			I own and use them			1	No	No	Never		Oral sex, Vaginal sex, Anal sex	Yes		3.8	Rock Rest Lodge	Windows	Marquez Hall	More than once a week	Yes	More than once a week	Yes	In-State	400	1	
2/4/2015 15:36:27	Male	Junior	In a committed relationship	Yes	1-2 times per week	Almost never	A bedroom, A car, A campus building, A shower/bathroom, South/North Table, Walmart parking lot	I have never had a one night stand.	Almost never	No	No	No	None of these	Metallurgical and Materials Engineering	Heterosexual	Handcuffs, Blindfold, Ice	No	Yes	A student from another college	5		Used props, Role play	I've never used them and I don't own any	No	Male condoms	3	No	No	Within the past year	No	Oral sex, Vaginal sex, Audial sex (yeah, we don't know either...)	No		3.1		Windows	At your house/dorm/apartment	More than once a week	No	Once a week	Yes	In-State	0	2-5	1
2/4/2015 15:36:42	Male	Graduate Student	Single	Yes	1-2 times per month	A few times a week	A bedroom, A shower/bathroom	Once a year (or when the stars align...)	A few times a week	No	Yes	No	Alcohol, Marijuana	Chemistry and Geochemistry	Heterosexual	Dildo, Vibrator, Cock Ring	No	No	A student from another college	5	3	Anal sex	I own them but don't use them (...what?)	No	Male condoms	4	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	Yes		3.8	Golden City Brewery	Windows	At your house/dorm/apartment	Once a week	No	More than once a week	No	Out-of-State	100	2-5	5
2/4/2015 15:36:42	Male	Graduate Student	Single			I have never masturbated			Never	No	No	Yes		Applied Mathematics and Statistics	Heterosexual					1			I've never used them and I don't own any			3	No	No	Never		Oral sex, Vaginal sex, Anal sex	No	I'm conservative and religious  both of which do not encourage premarital sex		Don't go to bars	Windows	At your house/dorm/apartment	More than once a week	No	More than once a week	No	In-State	70	2-5	
2/4/2015 15:37:15	Male	Senior	In a committed relationship	Yes	1-2 times per week	A few times a month	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	Almost never	No	No	No	Alcohol	Petroleum Engineering	Heterosexual	Cock Ring	No	Yes	None of these	4	1	Used props, Role play	I've never used them and I don't own any	No	Oral birth control	4	No	No	Never	No	Oral sex, Vaginal sex	No		2.5	Cannonball Creek Brewery	Windows	At your house/dorm/apartment	Once a week	Yes	More than once a week	Yes	In-State	0	2-5	1
2/4/2015 15:37:19	Male	Senior	Single	Yes	1-2 times per month	Once a day	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	Once a day	No	Yes	No	Alcohol, Prescription drugs (pain killers, etc)	Petroleum Engineering	Heterosexual	Dildo, Vibrator, Cock Ring, Handcuffs, Blindfold, Ice, Wax	No	No	A student from another college, A coworker	3	2	Used props, Threesome (or more...), Role play, Made a sex tape, Had sex in a room where someone else was sleeping	I've used them, but don't own them.	Yes	Male condoms	2	No	No	A while ago...	No	Vaginal sex	Yes		3.94	Golden City Brewery	Windows	At your house/dorm/apartment	Once a month	Yes	2-3 times per month	Yes	In-State	170	None	2
2/4/2015 15:37:30	Male	Junior	Single	No	1-2 times per year (or when the stars align...)	Once a day	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	Once a day	Yes	Yes	No	Alcohol, Marijuana	Chemical and Biological Engineering	Heterosexual		No	No	Another Mines student, A student from another college, Someone in your department	3	1	Had sex in a room where someone else was sleeping	I own and use them	Yes	Oral birth control	2	No	No	A while ago...	No	Vaginal sex, Anal sex	Yes		3.2	Rock Rest Lodge	Mac OS	At your house/dorm/apartment	Once a week	Yes	Once a week	Yes	Out-of-State	300	2-5	1
2/4/2015 15:37:44	Male	Junior	Single	Yes	1-2 times per month	A few times a month	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	Almost never	No	Yes	No	None of these	Petroleum Engineering	Heterosexual	None of these.	No	No	A student from another college, A coworker	4	2	None of these.	I've used them, but don't own them.	No	Male condoms	2	No	No	Within the past three months	No	Vaginal sex	Yes		3.2	Rock Rest Lodge	Mac OS	Marquez Hall	More than once a week	No	More than once a week	Yes	In-State		None	2
2/4/2015 15:37:58	Male	Freshman	Single	Yes	1-2 times per month	A few times a week	An athletics field/stadium, A bedroom, A car, A fraternity house, A campus building	Once a month	A few times a week	No	Yes	No	Adderall, Alcohol, Marijuana	Electrical Engineering and Computer Science	Heterosexual	Ice	No	No	Another Mines student, A student from another college, Local Gals	4	2		I've never used them and I don't own any	Yes	Male condoms	3	No	No	Never	No	Vaginal sex, Anal sex	Yes		2.5	Friends Houses	Windows	At your house/dorm/apartment	Once a week	No	Once a week	No	Out-of-State	793	6-10	5
2/4/2015 15:38:26	Male	Senior	Single			Once a day			A few times a week	No	No	Yes		Petroleum Engineering	Heterosexual					1			I've never used them and I don't own any			2	No	No	Never		Vaginal sex, Anal sex	No		2.5	Ace-Hi Tavern	Mac OS	At your house/dorm/apartment	More than once a week	No	More than once a week	Yes	In-State	700	None	
2/4/2015 15:38:51	Male	Junior	Single	No	I am not sexually active.	Once a day	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	A few times a week	No	No	No	Adderall, Alcohol, Marijuana	Electrical Engineering and Computer Science	Heterosexual	Vibrator	No	No	Another Mines student, A student from another college	5	2	Threesome (or more...), Had sex in a room where someone else was sleeping, Anal sex	I own and use them	No	An intrauterine device (IUD)	1	No	No	A while ago...	No	Vaginal sex, Anal sex, Titty  fucking	No	I've had sex with 7 people	3.67	Ace-Hi Tavern	Windows	At your house/dorm/apartment	Once a month	Yes	More than once a week	No	Out-of-State	200	2-5	2
2/4/2015 15:38:51	Male	Graduate Student	Single	Yes	1-2 times per week	Once a day	A bedroom, A campus building, A shower/bathroom	I have never had a one night stand.	Once a day	No	Yes	No	Acid, Alcohol, Ecstasy, Marijuana, Mushrooms	Chemistry and Geochemistry	Heterosexual	Whip(s), Vibrator, Handcuffs, Blindfold, Ice	No	No	Another Mines student, A student from another college	5	1	Used props	I own and use them	No	Orgasmic timing (or as the kids say, "pulling out")	3	No	No	A while ago...	No	Oral sex, Vaginal sex, Anal sex	Yes		3.4	Golden City Brewery	Windows	At your house/dorm/apartment	Never	No	More than once a week	Yes	In-State	200	2-5	5
2/4/2015 15:38:57	Male	Junior	In a committed relationship	Yes	1-2 times per week	Once a day	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	Almost never	Yes	No	No	Alcohol	Electrical Engineering and Computer Science	Heterosexual	Dildo, Vibrator, Handcuffs	No	No	A student from another college	4		Used props, Had sex in a room where someone else was sleeping	I've used them, but don't own them.	No	Oral birth control	5	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	Yes		3.72		Mac OS	Marquez Hall	Once a week	No	Once a week	Yes	In-State	140	None	1
2/4/2015 15:39:05	Male	Senior	In a committed relationship	Yes	1-2 times per week	A few times a week	A bedroom, A car	I have never had a one night stand.	A few times a month	No	No	No	Alcohol	Mechanical Engineering	Heterosexual	Vibrator, Handcuffs	No	Yes	A student from another college	4		None of these.	I've never used them and I don't own any	No	Male condoms	4	No	No	Within the past three months	No	Vaginal sex	No		3	Rock Rest Lodge	Windows	Brown Building	Once a month	Yes	2-3 times per month	Yes	In-State		2-5	1
2/4/2015 15:39:56	Male	Graduate Student	In a committed relationship	Yes	1-2 times per month	Once a day	A bedroom, A car, A fraternity house, A sorority house, A shower/bathroom	Once a year (or when the stars align...)	Once a day	Yes	No	No	Alcohol, Marijuana	Chemistry and Geochemistry	Heterosexual	Handcuffs	No	No	A student from another college	4	1	Used props, Made a sex tape, Had sex in a room where someone else was sleeping	I've used them, but don't own them.	No	Orgasmic timing (or as the kids say, "pulling out")	2	No	No	Never	No	Vaginal sex	No		3.8	Golden City Brewery	Windows	At your house/dorm/apartment	Once a week	Yes	More than once a week	No	Out-of-State	100	6-10	1
2/4/2015 15:40:03	Male	Sophomore	Single	Yes	1-2 times per month	Once a day	A bedroom, A fraternity house, A shower/bathroom	Once a month	A few times a week	Yes	Yes	No	Acid, Alcohol, Marijuana, Mushrooms	Mechanical Engineering	Heterosexual	None of these.	No	No	Another Mines student, A student from another college, Someone in your department	4	3	Used chatroulette for things not in the "terms of use..." In other words, broadcast a sex show., None of these.	I own them but don't use them (...what?)	Yes	Male condoms	3	No	No	Within the past six months	No	Vaginal sex, Anal sex	Yes	there are many a sex toy in this fraternity house, they are used for a lot of things, but sexual activities are most certainly NOT what they are used for	3	<21	Windows	At your house/dorm/apartment	More than once a week	No	More than once a week	Yes	In-State	300	None	5
2/4/2015 15:40:04	Male	Sophomore	In a committed relationship	Yes	1-2 times per month	A few times a month	A bedroom	I have never had a one night stand.	Almost never	No	No	No	None of these	Physics	Heterosexual	None of these.	No	Yes	Another Mines student	3	3	None of these.	I've never used them and I don't own any	No	Male condoms	4	No	No	Never	No	Vaginal sex	No		3.985		Windows	At your house/dorm/apartment	Once a week	No	More than once a week	No	Out-of-State		11-15	1
2/4/2015 15:40:16	Male	Graduate Student	In an open relationship	Yes	Once a day	A few times a week	A bedroom, A car, A campus building, A shower/bathroom, South/North Table	I have never had a one night stand.	A few times a week	No	No	No	Alcohol	Mechanical Engineering	Heterosexual	Dildo, Vibrator, Cock Ring, Blindfold, Anal Plug, Ice	No	No	Another Mines student, A student from another college, Someone in your department, A coworker	4	4	Used props, Threesome (or more...), Made a sex tape, Anal sex	I own and use them	Yes	Male condoms	5	No	No	Within the past year	No	Oral sex, Vaginal sex, Anal sex	No		3.95	Rock Rest Lodge	Windows	Brown Building	More than once a week	Yes	More than once a week	No	Out-of-State	150	2-5	4
2/4/2015 15:40:24	Male	Senior	Single	Yes	1-2 times per week	Once a day	A bedroom, A car, A campus building, A shower/bathroom, Hotel	Once a year (or when the stars align...)	Once a day	Yes	No	No	Adderall, Alcohol, Ambien	Chemical and Biological Engineering	Heterosexual	Handcuffs, Blindfold, Ice	No	No	Another Mines student, A student from another college, A roommate, A coworker, Lots of others	4	1	Threesome (or more...)	I've used them, but don't own them.	No	Oral birth control	5	No	No	Within the past three months	No	Oral sex, Vaginal sex, Anal sex	Yes		3.9	Cannonball Creek Brewery	Mac OS	At your house/dorm/apartment	Once a week	Yes	Once a week	Yes	Out-of-State	500	2-5	2
2/4/2015 15:40:27	Male	Graduate Student	Single	No	I am not sexually active.	A few times a week	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	A few times a week	No	Yes	No	Alcohol, Marijuana	Civil and Environmental Engineering	Heterosexual	Dildo	No	No	None of these	1	3	Used props, Anal sex	I've used them, but don't own them.	Yes	Female condoms	1	No	No	Within the past year	No	Oral sex, Vaginal sex, Anal sex	Yes		3.9	Golden City Brewery	Linux	Brown Building	More than once a week	No	More than once a week	Yes	In-State	22	6-10	0
2/4/2015 15:40:53	Male	Sophomore	In a committed relationship	Yes	1-2 times per week	Once a day	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	Once a day	No	No	No	None of these	Civil and Environmental Engineering	Heterosexual	None of these.	No	No	A student from another college	4		None of these.	I've never used them and I don't own any	No	Orgasmic timing (or as the kids say, "pulling out")	4	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	Yes	This is a pretty great survey.  Thumbs Up.	2.4		Windows	Brown Building	More than once a week	Yes	2-3 times per month	No	In-State	300	1	1
2/4/2015 15:41:10	Male	Sophomore	In a committed relationship	No	I am not sexually active.	A few times a month	A bedroom	Once a year (or when the stars align...)	A few times a month	Yes	Yes	No	Acid, Adderall, Alcohol, Marijuana	Petroleum Engineering	Heterosexual	None of these.	No	No	A student from another college, A coworker	4	2	None of these.	I've never used them and I don't own any	No	Orgasmic timing (or as the kids say, "pulling out")	2	No	No	Never	No	Vaginal sex, Anal sex	Yes		3.5	Rock Rest Lodge	Windows	Arthur Lakes Library	Once a month	No	More than once a week	No	Out-of-State	500	6-10	4
2/4/2015 15:41:26	Male	Senior	In a committed relationship	Yes	1-2 times per week	A few times a week	A bedroom, A shower/bathroom, South/North Table	I have never had a one night stand.	A few times a week	No	No	No	Marijuana	Electrical Engineering and Computer Science	Heterosexual	Whip(s), Vibrator, Blindfold, Ice	No	No	Another Mines student, Alumni	4	4	Used props, Role play	I've never used them and I don't own any	Yes	Orgasmic timing (or as the kids say, "pulling out")	4	No	No	Never	No	Vaginal sex	No	Great survey :D	3.5	Golden City Brewery	Windows	At your house/dorm/apartment	Once a week	No	Once a week	No	In-State	50	1	1
2/4/2015 15:41:33	Male	Sophomore	Single			Almost never			Almost never	No	No	Yes		Mechanical Engineering	Heterosexual					5			I own them but don't use them (...what?)			5	No	No	Within the past month		Kissing	No	I appreciate the analogies.	3.6	My fridge	Ubuntu	Brown Building	More than once a week	No	Almost never	No	In-State	5256	More than 15	
2/4/2015 15:41:34	Male	Freshman	Single			I have never masturbated			Never	No	No	Yes		Chemical and Biological Engineering	Heterosexual					3			I've never used them and I don't own any			4	No	No	Never		Vaginal sex, Anal sex	No		3.6		Windows	At your house/dorm/apartment	More than once a week	No	More than once a week	No	In-State	300	6-10	
2/4/2015 15:41:44	Male	Freshman	Single			A few times a month			A few times a week	No	No	Yes		Electrical Engineering and Computer Science	Heterosexual					1			I've never used them and I don't own any			1	No	No	Never		Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...), Holding Hands	No		3.7	Don't	Windows	At your house/dorm/apartment	Once a week	No	Almost never	Yes	Out-of-State	not enough	1	
2/4/2015 15:41:55	Male	Sophomore	Single	Yes	1-2 times per month	Once a day	A bedroom, A car, A fraternity house, A sorority house, A shower/bathroom, Outside	Once a year (or when the stars align...)	Once a day	No	No	No	Adderall, Alcohol, Marijuana, Prescription drugs (pain killers, etc)	Mining Engineering	Heterosexual	Whip(s), Dildo, Vibrator, Handcuffs, Blindfold, Anal Plug, Ice, Sex Dolls, Bondage ropes	No	No	Another Mines student, A student from another college, Rando sloot geeds	5	3	Used props, Role play, Anal sex, Bondage	I own and use them	Yes	Male condoms	4	No	No	A while ago...	No	Vaginal sex, Anal sex	Yes	#Frat	2.1	House partays	Windows	Arthur Lakes Library	Once a month	No	Once a semester	Yes	In-State	1000	2-5	3
2/4/2015 15:41:58	Male	Graduate Student	Single	No	1-2 times per year (or when the stars align...)	A few times a week	A bedroom	Once a year (or when the stars align...)	A few times a week	No	No	No	Alcohol, Marijuana	Metallurgical and Materials Engineering	Heterosexual	None of these.	No	No	A student from another college	4	3	None of these.	I've never used them and I don't own any	No	Male condoms	3	No	No	Never	No	Vaginal sex, Anal sex	Yes		3.7	Mountain Toad	Mac OS	Arthur Lakes Library	More than once a week	Yes	More than once a week	Yes	In-State	400	2-5	3
2/4/2015 15:41:59	Male	Freshman	In a committed relationship			A few times a week			A few times a month	No	Yes	Yes		Mechanical Engineering	Heterosexual					4			I've never used them and I don't own any			5	No	No	Never		Vaginal sex, Anal sex	No		2.85	None	Mac OS	At your house/dorm/apartment	Once a week	No	More than once a week	No	Out-of-State	812	More than 15	
2/4/2015 15:42:03	Male	Sophomore	Single			Once a day			Once a week	No	No	Yes		Electrical Engineering and Computer Science	Heterosexual					1			I've never used them and I don't own any			2	No	No	Never		Oral sex, Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	No		3.96	None	Windows	At your house/dorm/apartment	Once a week	No	Once a month	Yes	In-State		2-5	
2/4/2015 15:42:06	Male	Graduate Student	Single	Yes	I am not sexually active.	A few times a week	A bedroom, A car, A fraternity house, A campus building, A shower/bathroom	Once a year (or when the stars align...)	A few times a week	No	No	No	Alcohol	Electrical Engineering and Computer Science	Heterosexual	Dildo, Vibrator, Handcuffs, Anal Plug	No	Yes	A student from another college	5		Used props, Had sex in a room where someone else was sleeping, Anal sex	I've used them, but don't own them.	Yes	Male condoms	4	No	No	Within the past three months	No	Vaginal sex, Anal sex	Yes		4		Windows	Local coffee shops	More than once a week	Yes	More than once a week	Yes	In-State	300	2-5	3
2/4/2015 15:42:10	Male	Junior	Single	Yes	1-2 times per week	Once a day	A bedroom, A car, A fraternity house, A shower/bathroom, Elevator	A few times a month	Once a day	No	No	No	Acid, Alcohol, Cocaine, Ecstasy, Marijuana, Prescription drugs (pain killers, etc)	Petroleum Engineering	Heterosexual		No	No	Another Mines student, A student from another college, Someone in your department	4	2	Threesome (or more...), Had sex in a room where someone else was sleeping, Anal sex	I've never used them and I don't own any	No	Male condoms	3	No	No	Never	No	Vaginal sex, Anal sex	Yes		3	Rock Rest Lodge	Windows	Marquez Hall	Once a week	Yes	Once a week	Yes	In-State	600	None	10
2/4/2015 15:42:24	Male	Sophomore	In an open relationship	Yes	3-5 times per week		An air plane, A bedroom, A car, A campus building, A shower/bathroom, The steam tunnels	Once a year (or when the stars align...)		No	Yes	No	Cocaine	Mechanical Engineering	Heterosexual	Whip(s), Cock Ring, Handcuffs, Cages, Blindfold, Ice, Wax, Furry Suits, Sex Dolls	No	No	Another Mines student, A student from another college, A coworker	5	1	Had sex in a room where someone else was sleeping		No	Orgasmic timing (or as the kids say, "pulling out")	5	No	No	A while ago...	No	Vaginal sex, Anal sex	Yes		4		Mac OS	Arthur Lakes Library	More than once a week	No	More than once a week	No	In-State	100000000000	None	3
